	Ticker	Report Date	Fiscal Year	Revenue	Cost of Revenue	Operating Income (Loss)	Operating Expenses	Depreciation & Amortization	EBITDA	account_number	organization	authority_types	sectors	primary_industry	primary_questionnaire_sector
185	AGR	2019-12-31	2019	-32153705361.707203	32153705361.707203	-5335000000.0	-5335000000.0	934000000.0	-4401000000.0	63724.0	Avangrid Inc	 Investor, Supply Chain	 Energy utility networks, Thermal power generation	Power generation	Electric utilities
186	AGX	2018-01-31	2017	892815000.0	-743490000.0	107561000.0	-41764000.0	3811000.0	111372000.0						
187	AGX	2019-01-31	2018	482153000.0	-399715000.0	41728000.0	-40710000.0	4434000.0	46162000.0						
188	AGX	2020-01-31	2019	238997000.0	-245817000.0	-50945000.0	-44125000.0	3513000.0	-47432000.0						
189	AGYS	2018-03-31	2017	127360000.0	-62943000.0	-10282000.0	-74699000.0	2631000.0	-7651000.0						
190	AGYS	2019-03-31	2018	140842000.0	-66962000.0	-11913000.0	-85793000.0	2504000.0	-9409000.0						
191	AGYS	2020-03-31	2019	160757000.0	-79805000.0	-9739000.0	-90691000.0	2574000.0	-7165000.0						
192	AHPI	2017-06-30	2017	33512030.0	-26956340.0	-2051894.0	-8607584.0	1090126.0	-961768.0						
193	AHPI	2018-06-30	2018	33759953.0	-27309511.0	-1995614.0	-8446056.0	931408.0	-1064206.0						
194	AHPI	2019-06-30	2019	31381521.0	-26342894.0	-2774022.0	-7812649.0	822068.0	-1951954.0						
195	AHPI	2020-06-30	2020	31894262.0	-26323646.0	-3062179.0	-8632795.0	619801.0	-2442378.0						
196	AHS	2017-12-31	2017	1988454000.0	-1344035000.0	212440000.0	-431979000.0	32279000.0	244719000.0						
197	AHS	2018-12-31	2018	2136074000.0	-1439691000.0	202828000.0	-493555000.0	41237000.0	244065000.0						
198	AHS	2019-12-31	2019	2222107000.0	-1478642000.0	176915000.0	-566550000.0	58520000.0	235435000.0						
199	AIMC	2017-12-31	2017	876737000.0	-600961000.0	82707000.0	-193069000.0	36000000.0	118707000.0						
200	AIMC	2018-12-31	2018	1175342000.0	-799231000.0	86677000.0	-289434000.0	60000000.0	146677000.0						
201	AIMC	2019-12-31	2019	1834100000.0	-1177800000.0	224100000.0	-432200000.0	128400000.0	352500000.0						
202	AIR	2017-05-31	2017	1590800000.0	-1327400000.0	82300000.0	-181100000.0	35700000.0	118000000.0						
203	AIR	2018-05-31	2018	1748300000.0	-1453700000.0	86000000.0	-208600000.0	40500000.0	126500000.0						
204	AIR	2019-05-31	2019	2051800000.0	-1722300000.0	98300000.0	-231200000.0	42800000.0	141100000.0						
205	AIR	2020-05-31	2020	2072000000.0	-1802800000.0	43200000.0	-226000000.0	43700000.0	86900000.0						
206	AIRI	2017-12-31	2017	49869000.0	-45002000.0	-6563000.0	-11430000.0	3396000.0	-3167000.0						
207	AIRI	2018-12-31	2018	46309000.0	-40895000.0	-3425000.0	-8839000.0	2877000.0	-548000.0						
208	AIRI	2019-12-31	2019	54573000.0	-45431000.0	603000.0	-8539000.0	3002000.0	3605000.0						
209	AIT	2017-06-30	2017	2593746000.0	-1856051000.0	174590000.0	-563105000.0	39677000.0	214267000.0						
210	AIT	2018-06-30	2018	3073274000.0	-2189279000.0	225827000.0	-658168000.0	49863000.0	275690000.0						
211	AIT	2019-06-30	2019	3472739000.0	-2465116000.0	265382000.0	-742241000.0	62119000.0	327501000.0						
212	AIT	2020-06-30	2020	3245652000.0	-2307916000.0	219989000.0	-717747000.0	62749000.0	282738000.0						
213	AJG	2017-12-31	2017	6159600000.0	-1635900000.0	533100000.0	-3990600000.0	385800000.0	918900000.0						
214	AJG	2018-12-31	2018	6792400000.0	-1816000000.0	627400000.0	-4349000000.0	419000000.0	1046400000.0						
215	AJG	2019-12-31	2019	7056400000.0	-1352800000.0	821200000.0	-4882400000.0	474400000.0	1295600000.0						
216	AJRD	2017-11-30	2017	1877200000.0	-1615400000.0	114300000.0	-147500000.0	72600000.0	186900000.0						
217	AJRD	2018-11-30	2018	1895900000.0	-1549400000.0	270600000.0	-75900000.0	72300000.0	342900000.0						
218	AJRD	2019-11-30	2019	1981500000.0	-1613600000.0	238200000.0	-129700000.0	74500000.0	312700000.0						
219	AKAM	2017-12-31	2017	2502996000.0	-875758000.0	371103000.0	-1256135000.0	372313000.0	743416000.0	454.0	Akamai Technologies Inc	 Investor, Supply Chain	 IT & software development	Services	General
220	AKAM	2018-12-31	2018	2714474000.0	-953485000.0	390093000.0	-1370896000.0	434520000.0	824613000.0	454.0	Akamai Technologies Inc	 Investor, Supply Chain	 IT & software development	Services	General
221	AKAM	2019-12-31	2019	2893617000.0	-987624000.0	566071000.0	-1339922000.0	440674000.0	1006745000.0	454.0	Akamai Technologies Inc	 Investor, Supply Chain	 IT & software development	Services	General
222	AKER	2017-12-31	2017	3354712.0	-2406132.0	-6613790.0	-7562370.0	249894.0	-6363896.0						
223	AKER	2018-12-31	2018	1665570.0	-1538285.0	-10060409.0	-10187694.0	234486.0	-9825923.0						
224	AKER	2019-12-31	2019	1577033.0	-1098286.0	-3946077.0	-4424824.0	74064.0	-3872013.0						
225	AKR	2017-12-31	2017	250262000.0	0.0	31774000.0	-218488000.0	104934000.0	136708000.0						
226	AKR	2018-12-31	2018	262213000.0	0.0	27541000.0	-234672000.0	117549000.0	145090000.0						
227	AKR	2019-12-31	2019	295327000.0	0.0	44000000.0	-251327000.0	125443000.0	169443000.0						
228	AKRX	2017-12-31	2017	841045000.0	-407898000.0	75116000.0	-358031000.0	85173000.0	160289000.0						
229	AKRX	2018-12-31	2018	694018000.0	-448002000.0	-134405000.0	-380421000.0	82805000.0	-51600000.0						
230	AKRX	2019-12-31	2019	682429000.0	-429723000.0	-98430000.0	-351136000.0	70300000.0	-28130000.0						
231	AKS	2017-12-31	2017	6080500000.0	-5359700000.0	211900000.0	-508900000.0	250100000.0	462000000.0	453.0	AK Steel Holding Corporation	 Supply Chain	 Metal smelting, refining & forming	Materials	Steel
232	AKS	2018-12-31	2018	6818200000.0	-5911000000.0	364400000.0	-542800000.0	252200000.0	616600000.0	453.0	AK Steel Holding Corporation	 Supply Chain	 Metal smelting, refining & forming	Materials	Steel
233	AKS	2019-12-31	2019	6303400000.0	-5606300000.0	209300000.0	-487800000.0	225300000.0	434600000.0	453.0	AK Steel Holding Corporation	 Supply Chain	 Metal smelting, refining & forming	Materials	Steel
234	AL	2017-12-31	2017	1516380000.0	0.0	916705000.0	-599675000.0	508352000.0	1425057000.0						
235	AL	2018-12-31	2018	1679702000.0	0.0	1000348000.0	-679354000.0	581985000.0	1582333000.0						
236	AL	2019-12-31	2019	2016904000.0	0.0	1190441000.0	-826463000.0	702810000.0	1893251000.0						
237	ALB	2017-12-31	2017	3071976000.0	-1961996000.0	587749000.0	-522231000.0	196928000.0	784677000.0						
238	ALB	2018-12-31	2018	3374950000.0	-2157694000.0	701112000.0	-516144000.0	200698000.0	901810000.0						
239	ALB	2019-12-31	2019	3589427000.0	-2331649000.0	666123000.0	-591655000.0	213484000.0	879607000.0						
240	ALCO	2017-09-30	2017	129829000.0	-120899000.0	-6094000.0	-15024000.0	15226000.0	9132000.0						
241	ALCO	2018-09-30	2018	81281000.0	-55688000.0	10535000.0	-15058000.0	13756000.0	24291000.0						
242	ALCO	2019-09-30	2019	122251000.0	-61891000.0	45214000.0	-15146000.0	13924000.0	59138000.0						
243	ALE	2017-12-31	2017	1419300000.0	-615900000.0	229800000.0	-573600000.0	182100000.0	411900000.0						
244	ALE	2018-12-31	2018	1498600000.0	-695400000.0	201200000.0	-602000000.0	210500000.0	411700000.0						
245	ALE	2019-12-31	2019	1240500000.0	-541100000.0	179800000.0	-519600000.0	213600000.0	393400000.0						
246	ALEX	2017-12-31	2017	425500000.0	-302000000.0	57100000.0	-66400000.0	41400000.0	98500000.0						
247	ALG	2017-12-31	2017	912380000.0	-677687000.0	88738000.0	-145955000.0	14933000.0	103671000.0						
248	ALG	2018-12-31	2018	1008822000.0	-752707000.0	101088000.0	-155027000.0	16389000.0	117477000.0						
249	ALG	2019-12-31	2019	1119138000.0	-845911000.0	94648000.0	-178579000.0	20592000.0	115240000.0						
250	ALGN	2017-12-31	2017	1473413000.0	-356466000.0	353611000.0	-763336000.0	37739000.0	391350000.0						
251	ALGN	2018-12-31	2018	1966492000.0	-518625000.0	466564000.0	-981303000.0	54727000.0	521291000.0						
252	ALGN	2019-12-31	2019	2406796000.0	-662899000.0	491493000.0	-1252404000.0	78990000.0	570483000.0						
253	ALGT	2017-12-31	2017	1503778000.0	-343333000.0	262422000.0	-898023000.0	121713000.0	384135000.0						
254	ALGT	2018-12-31	2018	1667447000.0	-445814000.0	243459000.0	-978174000.0	129351000.0	372810000.0						
255	ALGT	2019-12-31	2019	1840965000.0	-427827000.0	363950000.0	-1049188000.0	155852000.0	519802000.0						
256	ALJJ	2017-09-30	2017	326718000.0	-250704000.0	12695000.0	-63319000.0	5244000.0	17939000.0						
257	ALJJ	2018-09-30	2018	369776000.0	-285872000.0	7525000.0	-76379000.0	19048000.0	26573000.0						
258	ALJJ	2019-09-30	2019	354997000.0	-277454000.0	4638000.0	-72905000.0	20553000.0	25191000.0						
259	ALK	2017-12-31	2017	7933000000.0	-5140000000.0	1378000000.0	-1415000000.0	372000000.0	1750000000.0	31585.0	Alaska Air Group	 Investor	 Air transport	Transportation services	Transport services
260	ALK	2018-12-31	2018	8264000000.0	-6039000000.0	775000000.0	-1450000000.0	398000000.0	1173000000.0	31585.0	Alaska Air Group	 Investor	 Air transport	Transportation services	Transport services
261	ALK	2019-12-31	2019	8781000000.0	-6213000000.0	1107000000.0	-1461000000.0	423000000.0	1530000000.0	31585.0	Alaska Air Group	 Investor	 Air transport	Transportation services	Transport services
262	ALKS	2017-12-31	2017	903374000.0	-154748000.0	-147900000.0	-896526000.0	98523000.0	-49377000.0						
263	ALKS	2018-12-31	2018	1094274000.0	-176420000.0	-99128000.0	-1016982000.0	103660000.0	4532000.0						
264	ALKS	2019-12-31	2019	1170947000.0	-180385000.0	-162078000.0	-1152640000.0	80413000.0	-81665000.0						
265	ALLE	2017-12-31	2017	2408200000.0	-1335300000.0	492500000.0	-580400000.0	66900000.0	559400000.0						
266	ALLE	2018-12-31	2018	2731700000.0	-1558400000.0	525800000.0	-647500000.0	86200000.0	612000000.0						
267	ALLE	2019-12-31	2019	2854000000.0	-1601700000.0	565100000.0	-687200000.0	83000000.0	648100000.0						
268	ALNY	2017-12-31	2017	89912000.0	0.0	-500088000.0	-590000000.0	13367000.0	-486721000.0						
269	ALNY	2018-12-31	2018	74908000.0	-1802000.0	-814673000.0	-887779000.0	6435000.0	-808238000.0						
270	ALNY	2019-12-31	2019	219750000.0	-25062000.0	-939431000.0	-1134119000.0	17175000.0	-922256000.0						
271	ALOT	2018-01-31	2017	113401000.0	-69399000.0	5412000.0	-38590000.0	3994000.0	9406000.0						
272	ALOT	2019-01-31	2018	136657000.0	-82658000.0	8720000.0	-45279000.0	6152000.0	14872000.0						
273	ALOT	2020-01-31	2019	133446000.0	-84688000.0	2433000.0	-46325000.0	6284000.0	8717000.0						
274	ALPN	2017-12-31	2017	-100679971.5215218	100679971.5215218	-16705000.0	-16705000.0	241000.0	-16464000.0						
275	ALPN	2018-12-31	2018	-224997587.35956013	224997587.35956013	-37332000.0	-37332000.0	388000.0	-36944000.0						
276	ALPN	2019-12-31	2019	-273104593.2071978	273104593.2071978	-45314000.0	-45314000.0	468000.0	-44846000.0						
277	ALRM	2017-12-31	2017	338937000.0	-116188000.0	33374000.0	-189375000.0	17734000.0	51108000.0						
278	ALRM	2018-12-31	2018	420494000.0	-145715000.0	12202000.0	-262577000.0	21721000.0	33923000.0						
279	ALRM	2019-12-31	2019	502363000.0	-183599000.0	50413000.0	-268351000.0	22134000.0	72547000.0						
280	ALRN	2017-12-31	2017	-138667751.25813672	138667751.25813672	-23008000.0	-23008000.0	129000.0	-22879000.0						
281	ALRN	2018-12-31	2018	-192271323.04577005	192271323.04577005	-31902000.0	-31902000.0	218000.0	-31684000.0						
282	ALRN	2019-12-31	2019	-180542904.9325775	180542904.9325775	-29956000.0	-29956000.0	155000.0	-29801000.0						
283	ALSK	2017-12-31	2017	226905000.0	-104604000.0	19372000.0	-102929000.0	36317000.0	55689000.0						
284	ALSK	2018-12-31	2018	232468000.0	-107509000.0	24404000.0	-100555000.0	33908000.0	58312000.0						
285	ALSK	2019-12-31	2019	231694000.0	-105615000.0	22085000.0	-103994000.0	37276000.0	59361000.0						
286	ALSN	2017-12-31	2017	2262000000.0	-1131000000.0	652000000.0	-479000000.0	170000000.0	822000000.0						
287	ALSN	2018-12-31	2018	2713000000.0	-1291000000.0	923000000.0	-499000000.0	164000000.0	1087000000.0						
288	ALSN	2019-12-31	2019	2698000000.0	-1304000000.0	892000000.0	-502000000.0	167000000.0	1059000000.0						
289	ALT	2018-12-31	2018	10331168.0	0.0	-17893723.0	-28224891.0	302369.0	-17591354.0						
290	ALT	2019-12-31	2019	5801401.0	0.0	-20464935.0	-26266336.0	387321.0	-20077614.0						
291	ALTMS	2017-12-31	2017	305007000.0	0.0	24691000.0	-280316000.0	111539000.0	136230000.0						
292	ALTR	2017-12-31	2017	333333000.0	-106591000.0	-33257000.0	-259999000.0	11747000.0	-21510000.0						
293	ALTR	2018-12-31	2018	396379000.0	-115973000.0	24644000.0	-255762000.0	14734000.0	39378000.0						
294	ALTR	2019-12-31	2019	458915000.0	-132599000.0	8207000.0	-318109000.0	21522000.0	29729000.0						
295	ALV	2017-12-31	2017	10382600000.0	-8233600000.0	605300000.0	-1543700000.0	425800000.0	1031100000.0						
296	ALV	2018-12-31	2018	8678200000.0	-6966900000.0	686000000.0	-1025300000.0	397100000.0	1083100000.0						
297	ALV	2019-12-31	2019	8547600000.0	-6963200000.0	725800000.0	-858600000.0	350600000.0	1076400000.0						
298	ALX	2017-12-31	2017	230574000.0	0.0	105270000.0	-125304000.0	38681000.0	143951000.0						
299	ALX	2018-12-31	2018	232825000.0	0.0	100622000.0	-132203000.0	38499000.0	139121000.0						
300	ALX	2019-12-31	2019	226350000.0	0.0	99489000.0	-126861000.0	36515000.0	136004000.0						
301	ALXN	2017-12-31	2017	3551100000.0	-454200000.0	804000000.0	-2292900000.0	496700000.0	1300700000.0						
302	ALXN	2018-12-31	2018	4131200000.0	-374300000.0	1594600000.0	-2162300000.0	405300000.0	1999900000.0						
303	ALXN	2019-12-31	2019	4991100000.0	-394500000.0	2139900000.0	-2456700000.0	376800000.0	2516700000.0						
304	AMAT	2017-10-31	2017	14537000000.0	-8005000000.0	3868000000.0	-2664000000.0	407000000.0	4275000000.0	868.0	Applied Materials Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, Powered machinery	Manufacturing	General
305	AMAT	2018-10-31	2018	17253000000.0	-9436000000.0	4796000000.0	-3021000000.0	457000000.0	5253000000.0	868.0	Applied Materials Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, Powered machinery	Manufacturing	General
306	AMAT	2019-10-31	2019	14608000000.0	-8222000000.0	3350000000.0	-3036000000.0	363000000.0	3713000000.0	868.0	Applied Materials Inc.	 Investor, Supply Chain	 Electrical & electronic equipment, Powered machinery	Manufacturing	General
307	AMBA	2018-01-31	2017	295402000.0	-107669000.0	24431000.0	-163302000.0	4770000.0	29201000.0						
308	AMBA	2019-01-31	2018	227768000.0	-89624000.0	-40420000.0	-178564000.0	7221000.0	-33199000.0						
309	AMBA	2020-01-31	2019	228732000.0	-96023000.0	-49649000.0	-182358000.0	11631000.0	-38018000.0						
310	AMCX	2017-12-31	2017	2805691000.0	-1341076000.0	756635000.0	-707980000.0	94638000.0	851273000.0						
311	AMCX	2018-12-31	2018	2971929000.0	-1445949000.0	777242000.0	-748738000.0	91281000.0	868523000.0						
312	AMCX	2019-12-31	2019	3060321000.0	-1506985000.0	772794000.0	-780542000.0	101098000.0	873892000.0						
313	AMD	2017-12-31	2017	5329000000.0	-3506000000.0	152000000.0	-1671000000.0	144000000.0	296000000.0	334.0	Advanced Micro Devices, Inc	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
314	AMD	2018-12-31	2018	6475000000.0	-4028000000.0	451000000.0	-1996000000.0	170000000.0	621000000.0	334.0	Advanced Micro Devices, Inc	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
315	AMD	2019-12-31	2019	6731000000.0	-3863000000.0	571000000.0	-2297000000.0	222000000.0	793000000.0	334.0	Advanced Micro Devices, Inc	 Investor, Supply Chain	 Electrical & electronic equipment	Manufacturing	General
316	AMDA	2017-12-31	2017	11227000.0	-6352000.0	-11054000.0	-15929000.0	1114000.0	-9940000.0						
317	AMDA	2018-12-31	2018	95000.0	-56000.0	-6953000.0	-6992000.0	109000.0	-6844000.0						
318	AMDA	2019-12-31	2019	689000.0	-551000.0	-6594000.0	-6732000.0	107000.0	-6487000.0						
319	AME	2017-12-31	2017	4300170000.0	-2851431000.0	915094000.0	-533645000.0	183227000.0	1098321000.0						
320	AME	2018-12-31	2018	4845872000.0	-3186310000.0	1075540000.0	-584022000.0	199490000.0	1275030000.0						
321	AME	2019-12-31	2019	5158557000.0	-3370897000.0	1177380000.0	-610280000.0	234042000.0	1411422000.0						
322	AMED	2017-12-31	2017	1511272000.0	-1209315000.0	108559000.0	-193398000.0	17123000.0	125682000.0						
323	AMED	2018-12-31	2018	1662578000.0	-1309385000.0	155148000.0	-198045000.0	13261000.0	168409000.0						
324	AMED	2019-12-31	2019	1955633000.0	-1544789000.0	178942000.0	-231902000.0	18428000.0	197370000.0						
325	AMG	2017-12-31	2017	2305000000.0	-979000000.0	805700000.0	-520300000.0	20300000.0	826000000.0	365.0	Affiliated Managers Group	 Investor	 Financial services	Services	General
326	AMG	2018-12-31	2018	2378400000.0	-987200000.0	767000000.0	-624200000.0	22000000.0	789000000.0	365.0	Affiliated Managers Group	 Investor	 Financial services	Services	General
327	AMG	2019-12-31	2019	2239600000.0	-943000000.0	697000000.0	-599600000.0	21300000.0	718300000.0	365.0	Affiliated Managers Group	 Investor	 Financial services	Services	General
328	AMGN	2017-12-31	2017	22849000000.0	-4069000000.0	9973000000.0	-8807000000.0	1955000000.0	11928000000.0	716.0	Amgen, Inc.	 Investor	 Biotech & pharma	Biotech, health care & pharma	General
329	AMGN	2018-12-31	2018	23747000000.0	-4101000000.0	10263000000.0	-9383000000.0	1946000000.0	12209000000.0	716.0	Amgen, Inc.	 Investor	 Biotech & pharma	Biotech, health care & pharma	General
330	AMGN	2019-12-31	2019	23362000000.0	-4356000000.0	9674000000.0	-9332000000.0	2206000000.0	11880000000.0	716.0	Amgen, Inc.	 Investor	 Biotech & pharma	Biotech, health care & pharma	General
331	AMH	2017-12-31	2017	960399000.0	-424786000.0	193963000.0	-341650000.0	297290000.0	491253000.0						
332	AMH	2018-12-31	2018	1072855000.0	-487478000.0	217627000.0	-367750000.0	318685000.0	536312000.0						
333	AMH	2019-12-31	2019	1143378000.0	-520762000.0	240160000.0	-382456000.0	329293000.0	569453000.0						
334	AMKR	2017-12-31	2017	4186497000.0	-3429224000.0	757273000.0	0.0	581940000.0	1339213000.0	719.0	AMKOR TECHNOLOGY INC	 Investor, Supply Chain	 Electrical & electronic equipment, Industrial support services	Manufacturing	General
335	AMKR	2018-12-31	2018	4316466000.0	-3605901000.0	710565000.0	0.0	571961000.0	1282526000.0	719.0	AMKOR TECHNOLOGY INC	 Supply Chain	 Electrical & electronic equipment, Industrial support services	Manufacturing	General
336	AMKR	2019-12-31	2019	4052650000.0	-3403211000.0	649439000.0	0.0	524177000.0	1173616000.0	719.0	AMKOR TECHNOLOGY INC	 Investor, Supply Chain	 Electrical & electronic equipment, Industrial support services	Manufacturing	General
337	AMOT	2017-12-31	2017	252012000.0	-176333000.0	19013000.0	-56666000.0	10274000.0	29287000.0						
338	AMOT	2018-12-31	2018	310611000.0	-219208000.0	23991000.0	-67412000.0	11576000.0	35567000.0						
339	AMOT	2019-12-31	2019	371084000.0	-258500000.0	29556000.0	-83028000.0	14857000.0	44413000.0						
